Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone,
SoftTeco," $5,000+ ",4.7,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/softteco,http://www.softteco.com/,info@softteco.com,"
+375 (17) 207-01-40 ",
Factory," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Osijek,",None,https://clutch.co/profile/factory,http://www.factory.hr,hello@factory.hr,"
+385.33.638.271 ",
Finoit Technologies," $5,000+ ",4.8,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/finoit-technologies,http://www.finoit.com/,josh@finoit.com,"
+91.120.411.2386 ",
Impiger Technologies," $25,000+ ",5,$25 - $49,"""250 - 999""","Richardson,",TX,https://clutch.co/profile/impiger-technologies,http://www.impigertech.com,sales@impigertech.com,"
972.346.8186 ",
Swenson He," $25,000+ ",5,$150 - $199,"""10 - 49""","Marina del Rey,",CA,https://clutch.co/profile/swenson-he,http://www.swensonhe.com,info@swensonhe.com,"
424.465.2525 ",
Clover Studio," $5,000+ ",5,$25 - $49,"""10 - 49""","Zagreb,",None,https://clutch.co/profile/clover-studio,http://clover.studio,info@clover.studio,"
385.1.375.5381 ",
Toptal," $25,000+ ",4.6,$100 - $149,"""1,000 - 9,999""","San Francisco,",CA,https://clutch.co/profile/toptal,https://www.toptal.com/,,"
888.604.3188 ",
ArtyGeek," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/artygeek,http://artygeek.com/,contact@artygeek.com,"
+380931968940 ",
14 Oranges Software ," $10,000+ ",4.9,$100 - $149,"""10 - 49""","Richmond,",None,https://clutch.co/profile/14-oranges-software,http://www.14oranges.com,sales@14oranges.com,"
604.304.0020 ",
Tintash," $10,000+ ",4.7,$25 - $49,"""50 - 249""","Raleigh,",None,https://clutch.co/profile/tintash,http://www.tintash.com/,AllEars@tintash.com,"
650-204-9718 ",
ChromeInfo Technologies," $5,000+ ",4.9,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/chromeinfo-technologies,https://www.chromeinfotech.net/case-study.html?utm_source=WebSite&utm_medium=Clutch&utm_campaign=Android,sales@chromeinfotech.com,"
+91.783.800.9900 ",
GBKSOFT," $25,000+ ",4.9,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/gbksoft,https://gbksoft.com/?utm_source=clutch&utm_medium=referral&utm_content=company-page,contact@gbksoft.com,"
+38 (063) 764 5845 ",
RubyGarage, Undisclosed,4.8,$25 - $49,"""50 - 249""","Dnipro,",None,https://clutch.co/profile/rubygarage,https://rubygarage.org/,info@rubygarage.org,"
+38 (096) 932-63-60 ",
Sunflower Lab," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Somerset,",NJ,https://clutch.co/profile/sunflower-lab,http://www.thesunflowerlab.com,info@thesunflowerlab.com,"
(614)664-7674 ",
MOBIKASA," $10,000+ ",4.7,$50 - $99,"""10 - 49""","New York,",NY,https://clutch.co/profile/mobikasa,http://www.mobikasa.com,info@mobikasa.com,"
+1 646-880-4504 ",
CrossComm," $25,000+ ",4.8,$150 - $199,"""10 - 49""","Durham,",NC,https://clutch.co/profile/crosscomm,http://www.crosscomm.net,hello@crosscomm.net,"
 ",
Redmadrobot," $25,000+ ",5,$25 - $49,"""50 - 249""","Moscow,",None,https://clutch.co/profile/redmadrobot,http://www.redmadrobot.com/?id=000011,01001010@redmadrobot.com,"
+7 (495) 933-05-95 ",
Better Software Group," $10,000+ ",5,$50 - $99,"""50 - 249""","Wroclaw,",None,https://clutch.co/profile/better-software-group,http://bsgroup.eu,clutch@bsgroup.eu,"
+48.601.050.325 ",
MindSea," $10,000+ ",5,$100 - $149,"""10 - 49""","Halifax,",None,https://clutch.co/profile/mindsea,http://www.mindsea.com/,hello@mindsea.com,"
1 (888) 3905150 ",
Planet Web Solutions Pvt. Ltd.," $1,000+ ",4.8,< $25,"""50 - 249""","Jaipur,",None,https://clutch.co/profile/planet-web-solutions,http://www.planetwebsolution.com/,sales@planetwebsolution.com,"
+918952953777 ",
AppSquadz," $1,000+ ",4.7,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/appsquadz,http://www.appsquadz.com,sales@appsquadz.com,"
+91-9717270746, +91-120-4238296 ",
Tonic Design Co.," $10,000+ ",4.8,$100 - $149,"""50 - 249""","Philadelphia,",PA,https://clutch.co/profile/tonic-design-co,http://tonicdesign.com,info@tonicdesign.com,"
215.860.1982 ",
Lateral View," $25,000+ ",5,$50 - $99,"""10 - 49""","Mar del Plata ,",None,https://clutch.co/profile/lateral-view,https://lateralview.co,new@lateralview.co,"
 ",
Daffodil Software," $10,000+ ",4.8,< $25,"""250 - 999""","Gurgaon,",None,https://clutch.co/profile/daffodil-software,https://insights.daffodilsw.com/mobile-application-development-company?utm_source=clutch&utm_campaign=clutch,reach@daffodilsw.com,"
+91 124 663 0100 ",
Agilie," $10,000+ ",5,$25 - $49,"""10 - 49""","Dnipro,",None,https://clutch.co/profile/agilie,http://agilie.com,info@agilie.com,"
+1(617)7782988 ",
SoluLab," $5,000+ ",4.9,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/solulab,http://www.solulab.com/,sales@solulab.com,"
9427026888 ",
Wve Labs," $50,000+ ",5,$50 - $99,"""50 - 249""","Los Angeles,",CA,https://clutch.co/profile/wve-labs,http://www.wvelabs.com/?utm_source=clutch&utm_medium=profilebutton&utm_campaign=wveclutch,sales.usa@wvelabs.com,"
800.588.9094 ",
Bixlabs," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Montevideo,",None,https://clutch.co/profile/bixlabs,http://www.bixlabs.com,info@bixlabs.com,"
(598) 9922-6488 ",
Prolific Interactive," $25,000+ ",4.7,$150 - $199,"""50 - 249""","Brooklyn,",NY,https://clutch.co/profile/prolific-interactive,http://prolificinteractive.com/,newbusiness@prolificinteractive.com,"
347.462.0990 ",
Ratio," $50,000+ ",5,$150 - $199,"""50 - 249""","Seattle,",WA,https://clutch.co/profile/ratio,http://www.weareratio.com/,hello@weareratio.com,"
206.281.8240 ",
BrainMobi," $10,000+ ",5,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/brainmobi,https://www.brainmobi.com/,sales@brainmobi.com,"
+91 9643970717 ",
stable|kernel," $100,000+ ",4.9,$150 - $199,"""10 - 49""","Atlanta,",GA,https://clutch.co/profile/stablekernel,http://stablekernel.com,sales@stablekernel.com,"
844.673.7225 ",
Xtreem Solution," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Jaipur,",None,https://clutch.co/profile/xtreem-solution,https://xtreemsolution.com/,info@xtreemsolution.com,"
+91-141-2331081 ",
Two Tall Totems ," $50,000+ ",5,$100 - $149,"""10 - 49""","Vancouver,",None,https://clutch.co/profile/two-tall-totems,https://www.twotalltotems.com,sales@twotalltotems.com,"
888.315.4476 ",
CognitiveClouds," $25,000+ ",4.7,$25 - $49,"""50 - 249""","Fremont,",CA,https://clutch.co/profile/cognitiveclouds,http://www.cognitiveclouds.com/custom-software-development-services,ben+clutch@cognitiveclouds.com,"
415.215.9082 ",
Bamboo Apps," $5,000+ ",4.8,$25 - $49,"""50 - 249""","Tallinn,",None,https://clutch.co/profile/bamboo-apps,http://bambooapps.eu/,contact@bamboogroup.eu,"
372.69.803.35 ",
Alty," $25,000+ ",5,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/alty,https://alty.co,hello@alty.co,"
 ",
Peerbits," $5,000+ ",4.8,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/peerbits,http://www.peerbits.com/top-app-development-company.html,peerbits@gmail.com,"
877.707.0459 ",
Anadea ," $10,000+ ",4.7,$25 - $49,"""50 - 249""","Alicante,",None,https://clutch.co/profile/anadea,http://anadea.info/,hello@anadea.info,"
1-315-215-1575 ",
Surf," $1,000+ ",5,$25 - $49,"""50 - 249""","Voronezh,",None,https://clutch.co/profile/surf,http://surfstudio.co/?utm_source=web&utm_medium=ratings&utm_campaign=clutch,hello@surfstudio.co,"
+7 920 436-86-00 ",
Ciklum," $10,000+ ",5,$25 - $49,"""1,000 - 9,999""","Kyiv,",None,https://clutch.co/profile/ciklum,https://www.ciklum.com/,ciklum@ciklum.com,"
38.044.545.7745 ",
247 Labs Inc.," $5,000+ ",4.9,$50 - $99,"""10 - 49""","Toronto,",None,https://clutch.co/profile/247-labs,https://247labs.com,hello@247labs.com,"
877-247-7421 ",
Glance Creative Ltd.," $50,000+ ",4.6,$50 - $99,"""10 - 49""","London,",None,https://clutch.co/profile/glance-creative,http://thisisglance.com,enquiries@thisisglance.com,"
+44 20 7125 0072 ",
Stanfy," $25,000+ ",4.8,$50 - $99,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/stanfy,https://stanfy.com/,hello@stanfy.com,"
415.890.4994 ",
SnapMobile," $25,000+ ",4.9,None,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/snapmobile,http://www.snapmobile.io,hello@snapmobile.io,"
(872) 225-2799 ",
Utility," $50,000+ ",4.9,$150 - $199,"""10 - 49""","New York,",NY,https://clutch.co/profile/utility,http://utilitynyc.com,team@utilitynyc.com,"
(212) 328-1167 ",
Itransition," $10,000+ ",4.8,$25 - $49,"""250 - 999""","Lakewood,",CO,https://clutch.co/profile/itransition,http://www.itransition.com/,info@itransition.com,"
+1 720-207-2820 ",
Waracle," $25,000+ ",4.5,$100 - $149,"""50 - 249""","Dundee,",None,https://clutch.co/profile/waracle,http://waracle.net/,d.romilly@waracle.com,"
+44 1382 529528 ",
Hakuna Matata," $5,000+ ",4.6,< $25,"""50 - 249""","Chennai,",None,https://clutch.co/profile/hakuna-matata,http://www.hakunamatata.in/,hello@hakunamatata.in,"
+91 90251 36622 ",
Appstem," $50,000+ ",5,$150 - $199,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/appstem,http://www.appstem.com/,hello@appstem.com,"
415.956.7400 ",
MLSDev," $10,000+ ",4.5,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/mlsdev,https://mlsdev.com/,sales@mlsdev.com,"
+380975058161 ",
SingleMind," $25,000+ ",4.7,$100 - $149,"""10 - 49""","Lake Oswego,",OR,https://clutch.co/profile/singlemind,https://www.singlemindconsulting.com/user-experience-design/?utm_source=clutch&utm_medium=listing&utm_campaign=referral,hello@singlemindconsulting.com,"
866.997.4239 ",
WOXAPP," $5,000+ ",5,$25 - $49,"""10 - 49""","Dnipropetrovsk,",None,https://clutch.co/profile/woxapp,http://woxapp.com/en/,mail@woxapp.com,"
+1 (646) 568 54 24 ",
MyOxygen ," $10,000+ ",5,$50 - $99,"""10 - 49""","Bristol,",None,https://clutch.co/profile/myoxygen,http://www.myoxygen.co.uk,info@myoxygen.co.uk,"
0117 321 1896 ",
Digital Brand Group," $10,000+ ",5,$50 - $99,"""10 - 49""","Irvine,",CA,https://clutch.co/profile/digital-brand-group,http://digitalbrandgroup.com,sales@digitalbrandgroup.com,"
888.690.0060 ",
Byteridge," $5,000+ ",5,< $25,"""10 - 49""","Hyderabad, Telangana,",None,https://clutch.co/profile/byteridge,http://byteridge.com/,clutchridquiries@byteridge.com,"
040-6514-3961 ",
Intrepid," $25,000+ ",5,$150 - $199,"""50 - 249""","Cambridge,",MA,https://clutch.co/profile/intrepid,http://www.intrepid.io,inquiries@intrepid.io,"
617.958.1853 ",
Bottle Rocket ," $25,000+ ",4.8,$150 - $199,"""50 - 249""","Addison,",TX,https://clutch.co/profile/bottle-rocket,http://www.bottlerocketstudios.com,hello@bottlerocketstudios.com,"
214.310.1800 ",
Ampersand + Ampersand," $50,000+ ",4.9,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/ampersand-ampersand,http://3amp.co/,info@3amp.co,"
+44 (0) 20 7112 7100 ",
Arbisoft," $10,000+ ",4.9,$50 - $99,"""250 - 999""","Mckinney,",TX,https://clutch.co/profile/arbisoft,https://arbisoft.com/contact/?utm_source=clutch&utm_medium=clutch_sponsor&utm_campaign=Arbi-Clutch-Sponsor,contact@arbisoft.com,"
+1 (469) 215 2958 ",
SoluteLabs," $10,000+ ",4.8,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/solutelabs,https://www.solutelabs.com,sales@solutelabs.com,"
+91 7966172582 ",
The NineHertz," $5,000+ ",4.8,< $25,"""50 - 249""","Cincinnati,",OH,https://clutch.co/profile/ninehertz,https://theninehertz.com/?get-touch,sales@theninehertz.com,"
+1.315.381.4100 ",
Railwaymen," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Krakow,",None,https://clutch.co/profile/railwaymen,http://railwaymen.org,info@railwaymen.org,"
+48 123450677 ",
Fluper," $5,000+ ",4.9,< $25,"""50 - 249""","Dubai,",None,https://clutch.co/profile/fluper,https://www.fluper.com/,sales@fluper.com,"
+971 52 670 9598 ",
Xicom Technologies Ltd.," $10,000+ ",4.8,$25 - $49,"""250 - 999""",None,None,https://clutch.co/profile/xicom-technologies,http://www.xicom.biz,sales@xicom.biz,"
 ",
Erminesoft, Undisclosed,5,$25 - $49,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/erminesoft,http://erminesoft.com/,hello@erminesoft.com,"
+1 8053645433 ",
Boston Technology Corporation," $50,000+ ",4.9,$50 - $99,"""50 - 249""","Marlborough,",MA,https://clutch.co/profile/boston-technology-corporation,http://btchealth.boston-technology.com/,info@boston-technology.com,"
781.583.1144 ",
MobileUp," $25,000+ ",4.9,$25 - $49,"""10 - 49""","Saint Petersburg,",None,https://clutch.co/profile/mobileup,http://en.mobileup.ru,hello@mobileup.ru,"
+7 812 425 01 58 ",
Zealous System," $5,000+ ",4.9,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/zealous-system,https://www.zealousys.com/?utm_source=Clutch&utm_medium=listing,info@zealousys.com,"
+91 9925016519 ",
Infrared5," $10,000+ ",5,$150 - $199,"""10 - 49""","Jamaica Plain,",MA,https://clutch.co/profile/infrared5,http://www.infrared5.com,info@infrared5.com,"
617.442.4151 ",
Rosberry, Undisclosed,4.8,$25 - $49,"""10 - 49""","Omsk,",None,https://clutch.co/profile/rosberry,http://rosberry.com/,develop@rosberry.com,"
+7-951-403-21-24 ",
Intellias," $50,000+ ",4.9,$25 - $49,"""1,000 - 9,999""","Lviv,",None,https://clutch.co/profile/intellias,http://www.intellias.com/?utm_campaign=Clutch&utm_source=ClutchProfile&utm_medium=clutch,info@intellias.com,"
+ 38 (032) 290-36-90 ",
Mobrill," $5,000+ ",5,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/mobrill,http://www.mobrill.com,marketing@mobrill.com,"
+91-9953169376 ",
The APP Solutions," $1,000+ ",4.8,$25 - $49,"""50 - 249""","Kiev,",None,https://clutch.co/profile/app-solutions,https://theappsolutions.com,sales@theappsolutions.com,"
+380443920560 ",
Umbrella IT," $25,000+ ",5,$25 - $49,"""50 - 249""","Taganrog ,",None,https://clutch.co/profile/umbrella-it,http://UmbrellaIT.com,hello-clutch@umbrellait.com,"
 ",
jcapps ," $10,000+ ",4.8,$100 - $149,"""10 - 49""","Bingham Farms,",MI,https://clutch.co/profile/j%C4%81capps,http://www.jacapps.com/,marketing@jacapps.com,"
1-248-353-9030 ",
APPLIFY ," $10,000+ ",5,$25 - $49,"""10 - 49""","Chandigarh,",None,https://clutch.co/profile/applify,https://www.applify.co,contact@applify.co,"
+91 9888884880 ",
BLAKIT," $1,000+  ",5,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/blakit,https://blak-it.com/,hello@blak-it.com,"
+37533 657-17-84 ",
"Groove Development, LLC", Undisclosed,4.8,$100 - $149,"""10 - 49""","Beaverton ,",OR,https://clutch.co/profile/groove-development,http://www.groovedevelopment.com,rick@groovedevelopment.com,"
503.439.8766 ",
Vog App Developers," $50,000+ ",4.9,$100 - $149,"""10 - 49""","Calgary,",None,https://clutch.co/profile/vog-app-developers,http://vogcalgaryappdeveloper.com/,hello@vogappdevelopers.com,"
1-844-992-2777 ",
Debut Infotech ," $5,000+ ",4.9,< $25,"""10 - 49""","Mohali,",None,https://clutch.co/profile/debut-infotech,http://www.debutinfotech.com/,info@debutinfotech.com,"
1-703-537-5009 ",
evozon, Undisclosed,4.7,$25 - $49,"""250 - 999""","Transylvania,",None,https://clutch.co/profile/evozon,http://www.evozon.com,samuel.andras@evozon.com,"
+ 40 364 101204 ",
Groove Jones ," $75,000+ ",4.9,$150 - $199,"""10 - 49""","Dallas,",TX,https://clutch.co/profile/groove-jones,http://www.groovejones.com,whois@groovejones.com,"
1-214-749-0094 x631 ",
ADAMAPP LTD," $1,000+ ",4.8,$25 - $49,"""50 - 249""","London,",None,https://clutch.co/profile/adamapp,http://www.adamapp.com/,hello@adamapp.com,"
+44 0203 367 2329 ",
Matellio," $5,000+ ",4.9,< $25,"""50 - 249""","San Jose,",CA,https://clutch.co/profile/matellio,https://www.matellio.com/?utm_source=Clutch&utm_medium=clutch-profile&utm_campaign=Clutch_Ads,sales@matellio.com,"
408.675.6740 ",
Mubaloo," $50,000+ ",4.6,$100 - $149,"""50 - 249""","London,",None,https://clutch.co/profile/mubaloo,http://mubaloo.com,info@mubaloo.com,"
+44 207 073 7007 ",
Tech Innovations Technologies Pvt Ltd," $5,000+ ",4.9,< $25,"""50 - 249""","Kochi,",None,https://clutch.co/profile/tech-innovations-technologies,http://www.titechglobal.com,info@titechglobal.com,"
+914844055774 ",
Dragon Army," $25,000+ ",5,$150 - $199,"""10 - 49""","Atlanta,",GA,https://clutch.co/profile/dragon-army,http://www.dragonarmy.com,contact@dragonarmy.com,"
404.890.0279  ",
Sourcebits," $25,000+ ",4.5,$50 - $99,"""250 - 999""","Bangalore,",None,https://clutch.co/profile/sourcebits,http://sourcebits.com/,getstarted@sourcebits.com,"
+91 80675 00800 ",
Five Pack Creative, Undisclosed,5,$150 - $199,"""50 - 249""","Frisco,",TX,https://clutch.co/profile/five-pack-creative,http://www.fivepackcreative.com,info@fivepackcreative.com,"
(972) 377-0023 ",
UPTech Team," $10,000+ ",5,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/uptech-team,http://uptech.team,hello@uptech.team,"
 ",
AppStudio," $25,000+ ",4.8,$50 - $99,"""10 - 49""","Toronto,",None,https://clutch.co/profile/appstudio,http://www.appstudio.ca,info@appstudio.ca,"
1800-352-9138 ",
Fishermen Labs," $10,000+ ",5,$150 - $199,"""10 - 49""","El Segundo,",CA,https://clutch.co/profile/fishermen-labs,http://www.fishermenlabs.com,info@fishermenlabs.com,"
(424) 262-5227 ",
UpTop," $25,000+ ",4.8,$100 - $149,"""10 - 49""","Seattle,",WA,https://clutch.co/profile/uptop,https://www.uptopcorp.com/?utm_source=Clutch&utm_medium=Listing&utm_campaign=Clutch%20Referral,info@uptopcorp.com,"
206.521.5700 ",
Macadamian," $50,000+ ",4.6,$150 - $199,"""50 - 249""","Gatineau,",None,https://clutch.co/profile/macadamian,http://www.macadamian.com/,info@macadamian.com,"
877.779.6336 ",
3 SIDED CUBE," $50,000+ ",4.9,$100 - $149,"""10 - 49""","Bournemouth,",None,https://clutch.co/profile/3-sided-cube,https://3sidedcube.com/,holla@3sidedcube.com,"
44 (0)1202 611 612 ",
SWARM," $25,000+ ",5,$150 - $199,"""10 - 49""","New York,",NY,https://clutch.co/profile/swarm,http://swarmnyc.com,hello@swarmnyc.com,"
6467097407 ",
EB Pearls," $10,000+ ",4.8,None,"""50 - 249""","Sydney,",None,https://clutch.co/profile/eb-pearls,https://www.ebpearls.com.au,akash@ebpearls.com.au,"
02 8880 7857 ",
Launchpad App Development," $10,000+ ",5,$25 - $49,"""10 - 49""","Melbourne,",None,https://clutch.co/profile/launchpad,http://www.launchpadapps.com.au/,dane@launchpadapps.com.au,"
61 1300 277 434 ",
CemtrexLabs," $10,000+ ",4.9,$50 - $99,"""50 - 249""","New York,",NY,https://clutch.co/profile/cemtrexlabs,http://www.cemtrexlabs.com,hello@cemtrexlabs.com,"
(646) 653-9028 ",
Mediapark Kaliningrad Ltd," $1,000+ ",4.5,$25 - $49,"""50 - 249""","Kaliningrad,",None,https://clutch.co/profile/mediapark-kaliningrad,http://mediapark.com,sales@mediapark.com,"
+7 (906) 213 3892 ",
Appscrip," $5,000+ ",4.7,$25 - $49,"""50 - 249""","Bengaluru,",None,https://clutch.co/profile/appscrip,https://www.appscrip.com/,dreamer@appscrip.com,"
+1.415.813.5833 ",
Evenset Inc.," $10,000+ ",4.9,$100 - $149,"""10 - 49""","Toronto,",None,https://clutch.co/profile/evenset,http://www.evenset.com,contact@evenset.com,"
(647) 770-4441 ",
Dotsquares," $50,000+ ",3.8,$25 - $49,"""250 - 999""","Albourne,",None,https://clutch.co/profile/dotsquares,http://www.dotsquares.com,office@dotsquares.com,"
+44 1273 575190 ",
All In Mobile," $25,000+ ",4.9,$50 - $99,"""10 - 49""","Wrocaw,",None,https://clutch.co/profile/all-mobile,http://www.allinmobile.co/?utm_source=clutch.co&utm_medium=referral&utm_content=profile,clutch@allinmobile.co,"
+48 510 472 901 ",
YarMobile," $1,000+ ",4.8,< $25,"""2 - 9""","Gdynia,",None,https://clutch.co/profile/yarmobile,https://yarmobile.com/en/,contact@yarmobile.com,"
+48 500 609 630 ",
Mobiversal, Undisclosed,4.6,$25 - $49,"""10 - 49""","Oradea,",None,https://clutch.co/profile/mobiversal,http://www.mobiversal.com,info@mobiversal.com,"
40.359.432.424 ",
Onix-Systems, Undisclosed,4.8,$25 - $49,"""50 - 249""","Kirovohrad,",None,https://clutch.co/profile/onix-systems,http://onix-systems.com/,alexanderalex-sxanko@onix-systemsko@m,"
+38(052) 236-11-72 ",
Smartum Pro," $5,000+ ",4.4,$50 - $99,"""10 - 49""","London ,",None,https://clutch.co/profile/smartum-pro,https://smartym.pro/,clutch@smartum.pro,"
+442033182064 ",
Digiryte," $10,000+ ",4.9,$25 - $49,"""50 - 249""","Manchester,",None,https://clutch.co/profile/digiryte,https://digiryte.com,hello@digiryte.com,"
0161 706 7983 ",
